Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B sum     	B avg     	ND        	Neighbors 
seJO4a    	6         	0.064754  	0.110117  	0.01214   	0.028711  	0.106466  	0.145787  	--        	--        	--        	--        	--        	--        	0.467976  	0.077996  	0.00886   	0.002885  	0.001928  	0.00648   	0.0128    	--        	--        	--        	--        	--        	--        	0.032953  	0.006591  	2         	seJO4 seJO4as 
tIa       	3         	0.061438  	0.047164  	0.039934  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.148536  	0.049512  	0.004746  	0.002036  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006783  	0.003391  	9         	tI tA tIta tI4a mIa dIa tITa tIo oIa 
tIo       	3         	0.061438  	0.047164  	0.017241  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.125844  	0.041948  	0.004746  	0.001685  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006432  	0.003216  	10        	tI tIos ti4O tI4o rIo tIno mIo lIo tEo tIa 
Adults
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B sum     	B avg     	ND        	Neighbors 
bIbo4a    	6         	0.059963  	0.020914  	0.051788  	0.059853  	0.114261  	0.09297   	--        	--        	--        	--        	--        	--        	0.399748  	0.066625  	0.002127  	0.001174  	0.004019  	0.010754  	0.01798   	--        	--        	--        	--        	--        	--        	0.036053  	0.007211  	3         	bIb4a bIbo4as bibi4A 
benAdo    	6         	0.059963  	0.168005  	0.093701  	0.059315  	0.042192  	0.068776  	--        	--        	--        	--        	--        	--        	0.491952  	0.081992  	0.010732  	0.019016  	0.003262  	0.00907   	0.011166  	--        	--        	--        	--        	--        	--        	0.053245  	0.010649  	15        	bEndo bexAdo betAdo besAdo senAdo penAdo belAdo bekAdo bengAdo bedAdo benATo TenAdo LenAdo benIdo benAda 
bAka      	4         	0.059963  	0.034641  	0.048923  	0.083611  	--        	--        	--        	--        	--        	--        	--        	--        	0.227137  	0.056784  	0.003656  	0.001269  	0.008825  	--        	--        	--        	--        	--        	--        	--        	--        	0.01375   	0.004583  	35        	akA Aka bAxa xAka bAta tAka bAkas bAsa bAska sAka bA4a bA4ka bAra pAka bAnka mAka bakAl bAla lAka kAka bagA bAga dAka CAka bATa bAba bAJa JAka bALa bAja bAko bOka baIa bakE bEka 
to4tUga   	7         	0.046415  	0.119398  	0.091568  	0.075229  	0.007746  	0.01573   	0.103739  	--        	--        	--        	--        	--        	0.459825  	0.065689  	0.004969  	0.01305   	0.008712  	0.001261  	0.000482  	0.002711  	--        	--        	--        	--        	--        	0.031184  	0.005197  	2         	to4tUgas to4tU4a 
tIg4e     	5         	0.046415  	0.020914  	0.027101  	0.058145  	0.067458  	--        	--        	--        	--        	--        	--        	--        	0.220032  	0.044006  	0.001416  	0.001499  	0.002345  	0.011445  	--        	--        	--        	--        	--        	--        	--        	0.016705  	0.004176  	4         	ti4E tI4e tIg4es tig4E 
ratOn     	5         	0.061182  	0.113085  	0.069944  	0.021588  	0.077487  	--        	--        	--        	--        	--        	--        	--        	0.343286  	0.068657  	0.003844  	0.008435  	0.002427  	0.005545  	--        	--        	--        	--        	--        	--        	--        	0.020252  	0.005063  	9         	rAto rAtos pAton ramOn matOn katOn raTOn rATon batOn 
rAna      	4         	0.061182  	0.034641  	0.093701  	0.083611  	--        	--        	--        	--        	--        	--        	--        	--        	0.273135  	0.068284  	0.001956  	0.004678  	0.004478  	--        	--        	--        	--        	--        	--        	--        	--        	0.011113  	0.003704  	24        	rAn Ana raxA rAxa xAna rAta tAna rAnas sAna rA4a rApa pAna nAna rAma rAla lAna kAna gAna rAfa rAda rACa rATa rALa LAna 
pwE4ko    	6         	0.09654   	0.015215  	0.025143  	0.058145  	0.022926  	0.068776  	--        	--        	--        	--        	--        	--        	0.286745  	0.047791  	0.001071  	0.006798  	0.005712  	0.001426  	0.004169  	--        	--        	--        	--        	--        	--        	0.019175  	0.003835  	2         	pwE4to pwEsko 
poLIto    	6         	0.09654   	0.119398  	0.009919  	0.038026  	0.059345  	0.068776  	--        	--        	--        	--        	--        	--        	0.392005  	0.065334  	0.008859  	0.000893  	0.000748  	0.005439  	0.007976  	--        	--        	--        	--        	--        	--        	0.023914  	0.004783  	11        	potIto poLItos pOsito porIto roLIto polIto pokIto goLIto poTIto boLIto poLIta 
pingwIno  	8         	0.09654   	0.061356  	0.093701  	0.022453  	0.00587   	0.041677  	0.070483  	0.100636  	--        	--        	--        	--        	0.492716  	0.061589  	0.004881  	0.008387  	0.003524  	0.000795  	0.001079  	0.004417  	0.00618   	--        	--        	--        	--        	0.029264  	0.004181  	1         	pingwInos 
peskAdo   	7         	0.09654   	0.168005  	0.08856   	0.029003  	0.055972  	0.052564  	0.080402  	--        	--        	--        	--        	--        	0.571046  	0.081578  	0.017046  	0.028548  	0.010626  	0.004393  	0.013055  	0.018829  	--        	--        	--        	--        	--        	0.092496  	0.015416  	5         	pesAdo pekAdo peskAdos peskadO4 peskAndo 
pEro      	4         	0.09654   	0.024238  	0.01364   	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	0.194271  	0.048568  	0.002229  	0.000429  	0.001997  	--        	--        	--        	--        	--        	--        	--        	--        	0.004656  	0.001552  	21        	Ero pwEro pEto pEros pesO pEso pE4o pEno pElo pegO pEgo pEdo pECo TerO TEro bEro pELo jEro pOro perI pEra 
pAto      	4         	0.09654   	0.034641  	0.069944  	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	0.260979  	0.065245  	0.003599  	0.001465  	0.006598  	--        	--        	--        	--        	--        	--        	--        	--        	0.011662  	0.003887  	42        	Ato tAto pAtos pasO pAso pAsto pa4O pA4o pA4to rAto pApo pAton nAto matO mAto pAlo platO plAto pAko pagO pAgo pagtO pAgto gAto dAto pACo CAto TAto pAbo bAto pAJo pALo pAtjo pUto pAti pitO pIto patE pateO patEo pEto pAta 
pAxa4o    	6         	0.09654   	0.034641  	0.016627  	0.083611  	0.114261  	0.068776  	--        	--        	--        	--        	--        	--        	0.414456  	0.069076  	0.003599  	0.000949  	0.002001  	0.010841  	0.009077  	--        	--        	--        	--        	--        	--        	0.026468  	0.005294  	4         	paxA4 pAxa4os paxa4On pAxa4a 
Oso       	3         	0.003411  	0.036225  	0.035291  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.074927  	0.024976  	0.000325  	0.000767  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.001093  	0.000546  	27        	Os Oxo Osos sOso O4o rOso posO pOso Ono nOso Omo lOso Osko kOso fOso OCo bOso oLO OLo Ojo usO Uso Ose Oseo Eso Osa Aso 
mOsko     	5         	0.059878  	0.024015  	0.08856   	0.029003  	0.051057  	--        	--        	--        	--        	--        	--        	--        	0.252513  	0.050503  	0.001972  	0.001442  	0.010626  	0.004546  	--        	--        	--        	--        	--        	--        	--        	0.018586  	0.004646  	10        	mOko Osko mOsto rOsko bOsko moskU moskOu moskEo mOska maskO 
mOska     	5         	0.059878  	0.024015  	0.08856   	0.029003  	0.074173  	--        	--        	--        	--        	--        	--        	--        	0.27563   	0.055126  	0.001972  	0.001442  	0.010626  	0.005454  	--        	--        	--        	--        	--        	--        	--        	0.019493  	0.004873  	8         	Oska mOskas rOska moskU mUska moskEa mEska mAska 
mOno      	4         	0.059878  	0.024015  	0.093701  	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	0.237448  	0.059362  	0.001972  	0.0031    	0.004613  	--        	--        	--        	--        	--        	--        	--        	--        	0.009686  	0.003229  	31        	mOo Ono mOxo montO mOnto mOto tOno mOns mOnos sonO mO4o mOro monOn nOno mOko kOno mOnd mOdo donO mOnCo moTO mOTo bOno mOJo LOno mOni mIno monEo mEno mOna mAno 
ma4ipOsa  	8         	0.059878  	0.113085  	0.091568  	0.06163   	0.01078   	0.022732  	0.085137  	0.114141  	--        	--        	--        	--        	0.558952  	0.069869  	0.018735  	0.020147  	0.004192  	0.001072  	0.00044   	0.003427  	0.005367  	--        	--        	--        	--        	0.053379  	0.007626  	1         	ma4ipOsas 
lObo      	4         	0.026421  	0.024015  	0.051788  	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	0.162077  	0.040519  	0.001457  	0.00143   	0.004019  	--        	--        	--        	--        	--        	--        	--        	--        	0.006906  	0.002302  	23        	lOto lObos lOso lO4o robO rObo pObo lobOn lOmo lOlo lOko kObo lOgo glObo lOdo bObo lOLo lobI lObe lEbo lOba labO lAbo 
leOn      	4         	0.026421  	0.168005  	0.009196  	0.042907  	--        	--        	--        	--        	--        	--        	--        	--        	0.246529  	0.061632  	0.004913  	0.00058   	0.001625  	--        	--        	--        	--        	--        	--        	--        	--        	0.007117  	0.002372  	15        	lEo lEn lOn sEon peOn lEnon leCOn lEbon lLOn ljOn lEon leOni lEen leOna lEan 
xi4Afa    	6         	0.015369  	0.061356  	0.091568  	0.059315  	0.007407  	0.09297   	--        	--        	--        	--        	--        	--        	0.327985  	0.054664  	0.0012    	0.006789  	0.006351  	0.000275  	0.000787  	--        	--        	--        	--        	--        	--        	0.015402  	0.00308   	2         	xi4a4A xi4Aba 
o4mIga    	6         	0.02177   	0.080137  	0.052722  	0.038026  	0.017403  	0.09297   	--        	--        	--        	--        	--        	--        	0.303029  	0.050505  	0.004365  	0.001619  	0.00214   	0.00131   	0.002369  	--        	--        	--        	--        	--        	--        	0.011804  	0.002361  	1         	o4mIgas 
ipopOtamo 	9         	0.047559  	0.013982  	0.035291  	0.036094  	0.017702  	0.065309  	0.103739  	0.024373  	0.120908  	--        	--        	--        	0.464957  	0.051662  	0.000807  	0.002242  	0.002572  	0.001165  	0.000367  	0.013171  	0.006192  	0.015479  	--        	--        	--        	0.041996  	0.005249  	0         	
gwaxolOte 	9         	0.018952  	0.015215  	0.046669  	0.010011  	0.051057  	0.035345  	0.024326  	0.047299  	0.06191   	--        	--        	--        	0.310783  	0.034531  	0.001961  	0.002819  	0.001758  	0.000648  	0.00317   	0.001346  	0.000385  	0.014537  	--        	--        	--        	0.026623  	0.003328  	0         	
gAto      	4         	0.018952  	0.034641  	0.069944  	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	0.18339   	0.045847  	0.001712  	0.001465  	0.006598  	--        	--        	--        	--        	--        	--        	--        	--        	0.009775  	0.003258  	25        	Ato tAto gAtos gastO gAsto ga4O g4Ato rAto pAto ganO gAno nAto matO mAto gAlo dAto CAto TAto gAbo bAto gAJo gALo gAte gEto gAta 
gAnso     	5         	0.018952  	0.034641  	0.093701  	0.042547  	0.051057  	--        	--        	--        	--        	--        	--        	--        	0.240898  	0.04818   	0.001712  	0.004678  	0.009936  	0.002766  	--        	--        	--        	--        	--        	--        	--        	0.019091  	0.004773  	9         	ganO gAno gAnsos mAnso kansO kAnso gAndo gAnCo gAnsa 
gaLIna    	6         	0.018952  	0.113085  	0.009919  	0.038026  	0.077487  	0.09297   	--        	--        	--        	--        	--        	--        	0.350439  	0.058406  	0.004454  	0.002975  	0.000748  	0.004416  	0.006301  	--        	--        	--        	--        	--        	--        	0.018893  	0.003779  	2         	gaLInas gaLIno 
fOka      	4         	0.0328    	0.024015  	0.048923  	0.083611  	--        	--        	--        	--        	--        	--        	--        	--        	0.189348  	0.047337  	0.000966  	0.001154  	0.008825  	--        	--        	--        	--        	--        	--        	--        	--        	0.010945  	0.003648  	14        	Oka tOka fOkas foksA fOsa fOra rOka pOka lOka kOka COka bOka fOLa fOko 
elefAnte  	8         	0.081564  	0.031816  	0.04342   	0.009597  	0.055972  	0.085153  	0.063155  	0.052195  	--        	--        	--        	--        	0.422873  	0.052859  	0.003596  	0.003599  	0.000901  	0.000362  	0.011182  	0.016434  	0.012805  	--        	--        	--        	--        	0.04888   	0.006983  	2         	elefAntes elegAnte 
konExo    	6         	0.116977  	0.119398  	0.093701  	0.041917  	0.010114  	0.068776  	--        	--        	--        	--        	--        	--        	0.450885  	0.075147  	0.05555   	0.031324  	0.003285  	0.000672  	0.000992  	--        	--        	--        	--        	--        	--        	0.091823  	0.018365  	5         	kotExo konExos konsExo konTExo konExa 
kokod4Ilo 	9         	0.116977  	0.119398  	0.048923  	0.059853  	0.042192  	0.076799  	0.038985  	0.034152  	0.120908  	--        	--        	--        	0.658186  	0.073132  	0.05555   	0.003655  	0.010245  	0.001276  	0.000707  	0.005856  	0.000381  	0.009825  	--        	--        	--        	0.087496  	0.010937  	1         	kokod4Ilos 
TEb4a     	5         	0.015021  	0.024238  	0.051788  	0.058145  	0.074173  	--        	--        	--        	--        	--        	--        	--        	0.223365  	0.044673  	0.001574  	0.001251  	0.005931  	0.006691  	--        	--        	--        	--        	--        	--        	--        	0.015445  	0.003861  	4         	TEba TE4a TEbsa dEb4a 
kabALo    	6         	0.116977  	0.113085  	0.051788  	0.059315  	0.007367  	0.068776  	--        	--        	--        	--        	--        	--        	0.417308  	0.069551  	0.024488  	0.00769   	0.004269  	0.000784  	0.001821  	--        	--        	--        	--        	--        	--        	0.039053  	0.007811  	9         	kabALos kasALo ka4ALo ka4bALo kabAko kabAdo babALo kabaLE kabELo 
bUro      	4         	0.059963  	0.012529  	0.01364   	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	0.145984  	0.036496  	0.001165  	0.000217  	0.001997  	--        	--        	--        	--        	--        	--        	--        	--        	0.003379  	0.001126  	16        	bUo bUros bu4O bU4o bUlo bUko kUro CUro bUTo bULo borO bOro bEro bUra bAro abUro 
bUo       	3         	0.059963  	0.012529  	0.035291  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.107782  	0.035927  	0.001165  	3.7e-05   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.001202  	0.000601  	18        	bU bUs bu4O bU4o bUro bUn bUl bUlo bUko bUg dUo bUT bUTo bUb bULo bjO bEo bAo 
bwEi      	4         	0.059963  	0.015215  	0.025143  	0.06163   	--        	--        	--        	--        	--        	--        	--        	--        	0.161951  	0.040488  	0.001188  	0.006798  	0.000601  	--        	--        	--        	--        	--        	--        	--        	--        	0.008587  	0.002862  	2         	bEi bwEn 
borEgo    	6         	0.059963  	0.119398  	0.01364   	0.041917  	0.017403  	0.068776  	--        	--        	--        	--        	--        	--        	0.321097  	0.053516  	0.006614  	0.003804  	0.00125   	0.001522  	0.001497  	--        	--        	--        	--        	--        	--        	0.014687  	0.002937  	2         	borEgos boregOn 
bICo      	4         	0.059963  	0.020914  	0.007301  	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	0.14803   	0.037008  	0.002127  	0.000378  	0.000907  	--        	--        	--        	--        	--        	--        	--        	--        	0.003411  	0.001137  	15        	bIC bIto bICos bIso bIno nICo bIlo bIko bIgo fiCO dICo CICo bIbo bIJo biCI 
a4dILa    	6         	0.105907  	0.080137  	0.031033  	0.038026  	0.007367  	0.09297   	--        	--        	--        	--        	--        	--        	0.355441  	0.05924   	0.005857  	0.001261  	0.002743  	0.002304  	0.002416  	--        	--        	--        	--        	--        	--        	0.014582  	0.002916  	4         	a4dIa a4dILas pa4dILa a4TILa 
a4AJa     	5         	0.105907  	0.080137  	0.018638  	0.001124  	0.074173  	--        	--        	--        	--        	--        	--        	--        	0.27998   	0.055996  	0.005857  	0.004579  	0.000281  	0.000354  	--        	--        	--        	--        	--        	--        	--        	0.011072  	0.002768  	8         	a4AJas a4aJA4 apAJa a4Ana ma4AJa aTAJa b4AJa a4AJo 
animAl    	6         	0.105907  	0.061729  	0.030015  	0.025577  	0.055972  	0.035345  	--        	--        	--        	--        	--        	--        	0.314546  	0.052424  	0.00913   	0.002477  	0.003099  	0.003122  	0.003463  	--        	--        	--        	--        	--        	--        	0.021291  	0.004258  	7         	anIma Anima anImas animA4 anIman anibAl anIbal 
abExa     	5         	0.105907  	0.019556  	0.025143  	0.010011  	0.074173  	--        	--        	--        	--        	--        	--        	--        	0.23479   	0.046958  	0.010823  	0.000826  	0.00045   	0.001287  	--        	--        	--        	--        	--        	--        	--        	0.013386  	0.003346  	7         	abExas anExa alExa abEba aJExa abELa obExa 
t4inEo    	6         	0.046415  	0.080137  	0.030015  	0.042907  	0.041278  	0.068776  	--        	--        	--        	--        	--        	--        	0.309528  	0.051588  	0.014613  	0.00614   	0.004272  	0.001563  	0.000881  	--        	--        	--        	--        	--        	--        	0.027468  	0.005494  	2         	t4Ino t4inEos 
t4iTIklo  	8         	0.046415  	0.080137  	0.030015  	0.021876  	0.031702  	0.020782  	0.028766  	0.100636  	--        	--        	--        	--        	0.360329  	0.045041  	0.014613  	0.00614   	0.002053  	0.001959  	0.001277  	0.000271  	0.00498   	--        	--        	--        	--        	0.031292  	0.00447   	1         	t4iTIkle 
t4En      	4         	0.046415  	0.080137  	0.025143  	0.042907  	--        	--        	--        	--        	--        	--        	--        	--        	0.194601  	0.04865   	0.014613  	0.003385  	0.005119  	--        	--        	--        	--        	--        	--        	--        	--        	0.023116  	0.007705  	11        	t4E tEn twEn t4Es tjEn t4Un t4Ein tI4en t4An t4Aen a4En 
t4agtO4   	7         	0.046415  	0.080137  	0.046669  	0.022453  	0.059345  	0.022732  	0.072946  	--        	--        	--        	--        	--        	0.350697  	0.0501    	0.014613  	0.014899  	0.002901  	0.00282   	0.002184  	0.004892  	--        	--        	--        	--        	--        	0.042308  	0.007051  	1         	t4Agto 
mOto      	4         	0.059878  	0.024015  	0.069944  	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	0.213691  	0.053423  	0.001972  	0.001249  	0.006598  	--        	--        	--        	--        	--        	--        	--        	--        	0.009819  	0.003273  	35        	mOo mOxo tOto mOtos mOsto sOto motO4 mO4o mOro rOto mOno montO mOnto notO nOto moltO mOlto lOto mOko kOto fOto mOdo COto moTO mOTo botO bOto mOJo mOtu mIto mOte mEto mOta matO mAto 
elikObte4o	10        	0.081564  	0.031816  	0.030015  	0.029003  	0.017702  	0.0221    	0.063155  	0.052195  	0.07019   	0.134899  	--        	--        	0.532639  	0.053264  	0.003596  	0.002222  	0.001484  	0.000958  	0.000277  	0.000725  	0.012805  	0.002967  	0.009323  	--        	--        	0.034358  	0.003818  	1         	elikObte4os 
kareOla   	7         	0.116977  	0.113085  	0.01364   	0.087904  	0.017702  	0.035345  	0.103739  	--        	--        	--        	--        	--        	0.488392  	0.06977   	0.024488  	0.00261   	0.002094  	0.000412  	0.001219  	0.006078  	--        	--        	--        	--        	--        	0.0369    	0.00615   	0         	
biTiklEta 	9         	0.059963  	0.061356  	0.022256  	0.06163   	0.022926  	0.035345  	0.031876  	0.047299  	0.114987  	--        	--        	--        	0.457637  	0.050849  	0.007457  	0.001614  	0.004471  	0.007324  	0.000369  	0.002054  	0.001178  	0.013921  	--        	--        	--        	0.038388  	0.004798  	1         	biTiklEtas 
bA4ko     	5         	0.059963  	0.034641  	0.091568  	0.029003  	0.051057  	--        	--        	--        	--        	--        	--        	--        	0.266231  	0.053246  	0.003656  	0.005569  	0.003907  	0.004546  	--        	--        	--        	--        	--        	--        	--        	0.017678  	0.004419  	15        	ba4O bAko A4ko bA4kos bAsko pA4ko bAnko nA4ko ma4kO mA4ko CA4ko TA4ko bA4jo ba4Io bA4ka 
abjOn     	5         	0.105907  	0.019556  	0.006046  	0.021588  	0.077487  	--        	--        	--        	--        	--        	--        	--        	0.230584  	0.046117  	0.010823  	0.000877  	0.000551  	0.005545  	--        	--        	--        	--        	--        	--        	--        	0.017796  	0.004449  	2         	abOn albjOn 
autobUs   	7         	0.105907  	0.044053  	0.069944  	0.059853  	0.024671  	0.004765  	0.085137  	--        	--        	--        	--        	--        	0.394331  	0.056333  	0.004141  	0.003971  	0.006598  	0.002883  	0.000388  	0.000269  	--        	--        	--        	--        	--        	0.018249  	0.003042  	0         	
Agwa      	4         	0.006828  	0.008606  	0.004083  	0.083611  	--        	--        	--        	--        	--        	--        	--        	--        	0.103128  	0.025782  	0.000532  	0.001343  	0.0013    	--        	--        	--        	--        	--        	--        	--        	--        	0.003175  	0.001058  	6         	Aga gwA Agta Agtwa Agwas agwA4 
arOT      	4         	0.105907  	0.006103  	0.009196  	0.021876  	--        	--        	--        	--        	--        	--        	--        	--        	0.143082  	0.035771  	0.003874  	0.00034   	0.000155  	--        	--        	--        	--        	--        	--        	--        	--        	0.004369  	0.001456  	1         	rOT 
atOle     	5         	0.105907  	0.008497  	0.009196  	0.029449  	0.067458  	--        	--        	--        	--        	--        	--        	--        	0.220507  	0.044101  	0.005248  	0.000267  	0.000541  	0.003719  	--        	--        	--        	--        	--        	--        	--        	0.009774  	0.002444  	0         	
atUn      	4         	0.105907  	0.008497  	0.005013  	0.042907  	--        	--        	--        	--        	--        	--        	--        	--        	0.162324  	0.040581  	0.005248  	8.5e-05   	0.000658  	--        	--        	--        	--        	--        	--        	--        	--        	0.005991  	0.001997  	5         	aUn Aun tatUn Aten Atan 
aTUka4    	6         	0.105907  	0.005531  	0.005013  	0.029003  	0.074173  	0.076799  	--        	--        	--        	--        	--        	--        	0.296427  	0.049404  	0.00429   	0.000104  	0.000165  	0.005454  	0.008606  	--        	--        	--        	--        	--        	--        	0.018618  	0.003724  	0         	
kafE      	4         	0.116977  	0.113085  	0.015568  	0.041917  	--        	--        	--        	--        	--        	--        	--        	--        	0.287548  	0.071887  	0.024488  	0.000606  	0.000557  	--        	--        	--        	--        	--        	--        	--        	--        	0.025651  	0.00855   	13        	kAe kAxe kafEs kasE kAse kAf4e kAne kAle gAfe kaCE kATe kaLE kALe 
kalabATa  	8         	0.116977  	0.113085  	0.05951   	0.083611  	0.024671  	0.069448  	0.031498  	0.114141  	--        	--        	--        	--        	0.612941  	0.076618  	0.024488  	0.013884  	0.006798  	0.003922  	0.002005  	0.001722  	0.003993  	--        	--        	--        	--        	0.056812  	0.008116  	1         	kalabATas 
kA4ne     	5         	0.116977  	0.034641  	0.091568  	0.042907  	0.067458  	--        	--        	--        	--        	--        	--        	--        	0.353551  	0.07071   	0.005526  	0.005569  	0.002357  	0.002348  	--        	--        	--        	--        	--        	--        	--        	0.0158    	0.00395   	9         	kAne ka4nEs kA4nes kA4pe ka4gE kA4ge ka4nEd kA4je ka4nE 
Te4eAl    	6         	0.015021  	0.168005  	0.091568  	0.087904  	0.055972  	0.035345  	--        	--        	--        	--        	--        	--        	0.453815  	0.075636  	0.005673  	0.019366  	0.006898  	0.00242   	0.003463  	--        	--        	--        	--        	--        	--        	0.03782   	0.007564  	1         	Te4bAl 
CICa4o    	6         	0.007117  	0.020914  	0.007301  	0.083611  	0.114261  	0.068776  	--        	--        	--        	--        	--        	--        	0.301979  	0.05033   	0.000847  	0.000378  	0.001577  	0.010841  	0.009077  	--        	--        	--        	--        	--        	--        	0.02272   	0.004544  	1         	CiCAro 
CIkle     	5         	0.007117  	0.020914  	0.048923  	0.029449  	0.067458  	--        	--        	--        	--        	--        	--        	--        	0.17386   	0.034772  	0.000847  	0.001319  	0.003232  	0.003719  	--        	--        	--        	--        	--        	--        	--        	0.009117  	0.002279  	3         	CIle CiklEs CIkles 
CIle      	4         	0.007117  	0.020914  	0.05951   	0.087904  	--        	--        	--        	--        	--        	--        	--        	--        	0.175444  	0.043861  	0.000847  	0.00124   	0.007575  	--        	--        	--        	--        	--        	--        	--        	--        	0.009662  	0.003221  	8         	CIles mIle CIkle dIle CiLE CEle CalE aCIle 
CokolAte  	8         	0.007117  	0.119398  	0.048923  	0.059853  	0.045149  	0.069448  	0.063155  	0.052195  	--        	--        	--        	--        	0.465237  	0.058155  	0.000598  	0.003655  	0.010245  	0.004271  	0.006173  	0.002205  	0.012805  	--        	--        	--        	--        	0.039953  	0.005708  	1         	CokolAtes 
komIda    	6         	0.116977  	0.119398  	0.052722  	0.038026  	0.042192  	0.09297   	--        	--        	--        	--        	--        	--        	0.462285  	0.077048  	0.05555   	0.021027  	0.00214   	0.004591  	0.008949  	--        	--        	--        	--        	--        	--        	0.092257  	0.018451  	10        	komIa koxIda komIta komIdas korIda kOmina kOmika koTIda komIdo kOmoda 
dUlTe     	5         	0.072826  	0.012529  	0.05951   	0.021876  	0.067458  	--        	--        	--        	--        	--        	--        	--        	0.234199  	0.04684   	0.000655  	0.001139  	0.000486  	0.005418  	--        	--        	--        	--        	--        	--        	--        	0.007699  	0.001925  	2         	dUlTes dOlTe 
du4ATno   	7         	0.072826  	0.044053  	0.091568  	0.059315  	0.028018  	0.085153  	0.080402  	--        	--        	--        	--        	--        	0.461334  	0.065905  	0.001418  	0.004883  	0.006351  	0.001665  	5.9e-05   	0.004984  	--        	--        	--        	--        	--        	0.01936   	0.003227  	0         	
exOtes    	6         	0.081564  	0.002843  	0.009196  	0.075229  	0.067458  	0.060782  	--        	--        	--        	--        	--        	--        	0.297073  	0.049512  	0.001022  	0         	0.000612  	0.010978  	0.012625  	--        	--        	--        	--        	--        	--        	0.025236  	0.005047  	0         	
elOte     	5         	0.081564  	0.031816  	0.009196  	0.075229  	0.067458  	--        	--        	--        	--        	--        	--        	--        	0.265264  	0.053053  	0.003596  	0.000948  	0.000612  	0.010978  	--        	--        	--        	--        	--        	--        	--        	0.016134  	0.004034  	5         	Elte lOte flOte elIte Elite 
espagEti  	8         	0.081564  	0.036225  	0.03721   	0.083611  	0.017403  	0.034156  	0.063155  	0.028327  	--        	--        	--        	--        	0.381651  	0.047706  	0.025206  	0.006906  	0.00498   	0.002312  	0.000151  	0.002252  	0.004874  	--        	--        	--        	--        	0.046681  	0.006669  	1         	espagEtis 
f4Esa     	5         	0.0328    	0.080137  	0.025143  	0.042547  	0.074173  	--        	--        	--        	--        	--        	--        	--        	0.254799  	0.05096   	0.004696  	0.003385  	0.001954  	0.002724  	--        	--        	--        	--        	--        	--        	--        	0.012759  	0.00319   	5         	f4Esas p4Esa f4Ena f4Eska f4eIa 
f4ixOles  	8         	0.0328    	0.080137  	0.030015  	0.010011  	0.017702  	0.035345  	0.054851  	0.089449  	--        	--        	--        	--        	0.35031   	0.043789  	0.004696  	0.00614   	0.000674  	0.000201  	0.001219  	0.006458  	0.014162  	--        	--        	--        	--        	0.03355   	0.004793  	0         	
gaLEta    	6         	0.018952  	0.113085  	0.009919  	0.041917  	0.059345  	0.09297   	--        	--        	--        	--        	--        	--        	0.336189  	0.056031  	0.004454  	0.002975  	0.001449  	0.003259  	0.01192   	--        	--        	--        	--        	--        	--        	0.024057  	0.004811  	3         	gaLEtas gaLEga gaTEta 
xelatIna  	8         	0.015369  	0.168005  	0.05951   	0.083611  	0.059345  	0.041677  	0.070483  	0.114141  	--        	--        	--        	--        	0.612141  	0.076518  	0.003756  	0.010273  	0.006798  	0.004259  	0.005969  	0.004417  	0.008015  	--        	--        	--        	--        	0.043486  	0.006212  	0         	
ambu4gEsa 	9         	0.105907  	0.027388  	0.051788  	0.022859  	0.114261  	0.01573   	0.031876  	0.089449  	0.114987  	--        	--        	--        	0.574244  	0.063805  	0.005125  	0.007121  	0.001029  	0.002321  	0.001163  	0.000357  	0.002186  	0.003695  	--        	--        	--        	0.022998  	0.002875  	1         	ambu4gEsas 
jElo      	4         	0.000299  	0.024238  	0.05951   	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	0.143899  	0.035975  	0.000225  	0.001872  	0.004681  	--        	--        	--        	--        	--        	--        	--        	--        	0.006778  	0.002259  	15        	jEl Elo wElo jElos jEro relO pElo mElo kElo dElo CElo TElo TjElo bElo jEla 
